joint_effect,from_state,to_state,x_variable,y_variable,x_value,y_value,transition_probability
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.4943737381963131,-0.3457964980698282,0.9988088598979388
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.47781430416709714,-0.3457964980698282,0.9989079510472348
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.46125487013788113,-0.3457964980698282,0.9989988061383277
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.4446954361086652,-0.3457964980698282,0.9990821083560121
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.42813600207944924,-0.3457964980698282,0.9991584844226242
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.41157656805023324,-0.3457964980698282,0.9992285092307578
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.3950171340210173,-0.3457964980698282,0.9992927101012283
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.37845769999180134,-0.3457964980698282,0.999351570695746
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.36189826596258534,-0.3457964980698282,0.9994055346115635
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.3453388319333694,-0.3457964980698282,0.9994550086833449
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.32877939790415345,-0.3457964980698282,0.9995003660155879
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.31221996387493745,-0.3457964980698282,0.999541948767156
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.2956605298457215,-0.3457964980698282,0.9995800707078265
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.27910109581650555,-0.3457964980698282,0.9996150195652147
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.26254166178728955,-0.3457964980698282,0.9996470591790044
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.24598222775807363,-0.3457964980698282,0.9996764314780984
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.22942279372885765,-0.3457964980698282,0.9997033582950574
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.2128633596996417,-0.3457964980698282,0.9997280430310697
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.1963039256704257,-0.3457964980698282,0.9997506721836381
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.17974449164120976,-0.3457964980698282,0.9997714167481923
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.1631850576119938,-0.3457964980698282,0.9997904335039447
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.1466256235827778,-0.3457964980698282,0.9998078661934736
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.13006618955356186,-0.3457964980698282,0.9998238466047501
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.11350675552434591,-0.3457964980698282,0.9998384955636259
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.09694732149512991,-0.3457964980698282,0.9998519238441456
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.08038788746591397,-0.3457964980698282,0.9998642330034484
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.06382845343669802,-0.3457964980698282,0.9998755161474742
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.04726901940748207,-0.3457964980698282,0.999885858633184
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.03070958537826607,-0.3457964980698282,0.9998953387125307
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.014150151349050122,-0.3457964980698282,0.9999040281229948
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.002409282680165825,-0.3457964980698282,0.9999119926291068
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.018968716709381772,-0.3457964980698282,0.9999192925190009
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.035528150738597775,-0.3457964980698282,0.9999259830597301
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.05208758476781378,-0.3457964980698282,0.9999321149147553
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.06864701879702967,-0.3457964980698282,0.999937734526738
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.08520645282624567,-0.3457964980698282,0.9999428844685186
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.10176588685546167,-0.3457964980698282,0.9999476037649143
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.11832532088467757,-0.3457964980698282,0.9999519281877558
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.13488475491389357,-0.3457964980698282,0.999955890526386
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.15144418894310957,-0.3457964980698282,0.9999595208356568
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.16800362297232546,-0.3457964980698282,0.9999628466632869
neutral_history_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.18456305700154146,-0.3457964980698282,0.999965893258303
