joint_effect,from_state,to_state,x_variable,y_variable,x_value,y_value,transition_probability
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.4943737381963131,-0.3457964980698282,0.9676498977723488
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.47781430416709714,-0.3457964980698282,0.9714110249528964
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.46125487013788113,-0.3457964980698282,0.9747462691593582
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.4446954361086652,-0.3457964980698282,0.9777013361414892
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.42813600207944924,-0.3457964980698282,0.9803175863367946
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.41157656805023324,-0.3457964980698282,0.9826323202148659
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.3950171340210173,-0.3457964980698282,0.9846790766882301
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.37845769999180134,-0.3457964980698282,0.9864879340805247
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.36189826596258534,-0.3457964980698282,0.9880858059184727
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.3453388319333694,-0.3457964980698282,0.9894967260584933
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.32877939790415345,-0.3457964980698282,0.9907421194405786
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.31221996387493745,-0.3457964980698282,0.9918410561511661
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.2956605298457215,-0.3457964980698282,0.9928104875392787
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.27910109581650555,-0.3457964980698282,0.9936654639260639
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.26254166178728955,-0.3457964980698282,0.9944193340293892
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.24598222775807363,-0.3457964980698282,0.9950839266369602
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.22942279372885765,-0.3457964980698282,0.9956697153408722
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.2128633596996417,-0.3457964980698282,0.9961859673242234
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.1963039256704257,-0.3457964980698282,0.9966408772911883
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.17974449164120976,-0.3457964980698282,0.9970416876756544
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.1631850576119938,-0.3457964980698282,0.9973947962657393
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.1466256235827778,-0.3457964980698282,0.9977058523544662
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.13006618955356186,-0.3457964980698282,0.9979798424799432
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.11350675552434591,-0.3457964980698282,0.9982211667587206
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.09694732149512991,-0.3457964980698282,0.9984337067489356
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.08038788746591397,-0.3457964980698282,0.9986208857093372
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.06382845343669802,-0.3457964980698282,0.998785722049165
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.04726901940748207,-0.3457964980698282,0.9989308766941565
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.03070958537826607,-0.3457964980698282,0.9990586950270003
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.014150151349050122,-0.3457964980698282,0.9991712439972741
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.002409282680165825,-0.3457964980698282,0.9992703449367533
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.018968716709381772,-0.3457964980698282,0.9993576025612535
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.035528150738597775,-0.3457964980698282,0.9994344305898986
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.05208758476781378,-0.3457964980698282,0.9995020743668387
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.06864701879702967,-0.3457964980698282,0.9995616308287865
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.08520645282624567,-0.3457964980698282,0.9996140661240853
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.10176588685546167,-0.3457964980698282,0.999660231155115
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.11832532088467757,-0.3457964980698282,0.9997008752853789
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.13488475491389357,-0.3457964980698282,0.9997366584253548
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.15144418894310957,-0.3457964980698282,0.9997681616868116
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.16800362297232546,-0.3457964980698282,0.9997958967735677
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.18456305700154146,-0.3457964980698282,0.9998203142573154
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.20112249103075747,-0.3457964980698282,0.9998418108699302
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.21768192505997336,-0.3457964980698282,0.9998607359284137
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.23424135908918936,-0.3457964980698282,0.9998773969950656
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.25080079311840536,-0.3457964980698282,0.9998920648634724
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.26736022714762125,-0.3457964980698282,0.9999049779502758
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.28391966117683726,-0.3457964980698282,0.9999163461632753
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.30047909520605326,-0.3457964980698282,0.9999263543080952
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.31703852923526915,-0.3457964980698282,0.9999351650883112
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.33359796326448515,-0.3457964980698282,0.9999429217474225
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.35015739729370104,-0.3457964980698282,0.9999497503953343
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.36671683132291705,-0.3457964980698282,0.9999557620569529
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.38327626535213305,-0.3457964980698282,0.999961054476024
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.39983569938134894,-0.3457964980698282,0.9999657137034196
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.41639513341056494,-0.3457964980698282,0.9999698154955896
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.43295456743978095,-0.3457964980698282,0.9999734265458501
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.44951400146899684,-0.3457964980698282,0.999976605568462
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.46607343549821284,-0.3457964980698282,0.9999794042530916
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.48263286952742884,-0.3457964980698282,0.9999818681051315
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,0.4991923035566448,-0.3457964980698282,0.9999840371855302
appreciation_history_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,team_vs_peer_average,-0.4943737381963131,-0.33334364575916337,0.9501613099263622
