metric,region_1,region_2,region_1_mean,region_2_mean,difference_region_1_minus_region_2,welch_t,p_value,p_value_holm,significance_holm
ai_authority_share_mean,DE-East,DE-South,0.34077650275591315,0.2996014796303971,0.04117502312551602,2.603295162074372,0.010830621284387708,0.05415310642193854,*
ai_authority_share_mean,DE-East,DE-West,0.34077650275591315,0.32769385924240385,0.013082643513509296,1.4428753066499929,0.1496381355769405,0.3345516020731847,
ai_authority_share_mean,DE-East,EU-Other,0.34077650275591315,0.34616852203220605,-0.005392019276292903,-0.5301173399126721,0.5962957558688529,0.5962957558688529,
ai_authority_share_mean,DE-South,DE-West,0.2996014796303971,0.32769385924240385,-0.028092379612006724,-1.7414122550566826,0.08485302882138158,0.3345516020731847,
ai_authority_share_mean,DE-South,EU-Other,0.2996014796303971,0.34616852203220605,-0.04656704240180892,-2.775562680711172,0.006484836729833597,0.03890902037900158,**
ai_authority_share_mean,DE-West,EU-Other,0.32769385924240385,0.34616852203220605,-0.0184746627898022,-1.733851163116124,0.08363790051829617,0.3345516020731847,
escalation_share_mean,DE-East,DE-South,0.5446220458120744,0.5648536133855487,-0.02023156757347433,-3.033398838422236,0.003126760645484898,0.018760563872909388,**
escalation_share_mean,DE-East,DE-West,0.5446220458120744,0.5532677196424309,-0.008645673830356526,-2.1154409384728434,0.03484340029522001,0.13937360118088005,
escalation_share_mean,DE-East,EU-Other,0.5446220458120744,0.5473650971511609,-0.0027430513390864775,-0.6257505091906114,0.5317768709547416,0.5317768709547416,
escalation_share_mean,DE-South,DE-West,0.5648536133855487,0.5532677196424309,0.011585893743117803,1.7096081319433187,0.09046034470242491,0.2713810341072747,
escalation_share_mean,DE-South,EU-Other,0.5648536133855487,0.5473650971511609,0.017488516234387852,2.5127638108870425,0.013440290345389095,0.06720145172694547,*
escalation_share_mean,DE-West,EU-Other,0.5532677196424309,0.5473650971511609,0.005902622491270049,1.2986362282622412,0.19472561123378818,0.38945122246757635,
composite_kpi_score_mean,DE-East,DE-South,0.48399291126054883,0.4642371813256938,0.019755729934855026,3.0356302582820915,0.003146344828471061,0.018878068970826365,**
composite_kpi_score_mean,DE-East,DE-West,0.48399291126054883,0.47630616281238797,0.007686748448160863,2.0300998417243874,0.042838225142293504,0.17135290056917402,
composite_kpi_score_mean,DE-East,EU-Other,0.48399291126054883,0.4837512988328695,0.00024161242767933855,0.05906933880991399,0.9529223208801133,0.9529223208801133,
composite_kpi_score_mean,DE-South,DE-West,0.4642371813256938,0.47630616281238797,-0.012068981486694164,-1.8173370976142533,0.07228648884676295,0.21685946654028884,
composite_kpi_score_mean,DE-South,EU-Other,0.4642371813256938,0.4837512988328695,-0.019514117507175688,-2.86177582938916,0.0050809546385681146,0.025404773192840572,**
composite_kpi_score_mean,DE-West,EU-Other,0.47630616281238797,0.4837512988328695,-0.007445136020481524,-1.731871448658639,0.083974967065931,0.21685946654028884,
share_aversion,DE-East,DE-South,0.32936237803494445,0.3886946386946386,-0.05933226065969416,-2.3114115141773026,0.022925929294429156,0.13755557576657493,
share_aversion,DE-East,DE-West,0.32936237803494445,0.34065934065934067,-0.011296962624396223,-0.6521752826793713,0.5145773062146222,0.9950476720273917,
share_aversion,DE-East,EU-Other,0.32936237803494445,0.3535042735042735,-0.024141895469329044,-1.388157898838088,0.16572811272826413,0.6629124509130565,
share_aversion,DE-South,DE-West,0.3886946386946386,0.34065934065934067,0.048035298035297935,1.7971658574375542,0.07500593971250438,0.3750296985625219,
share_aversion,DE-South,EU-Other,0.3886946386946386,0.3535042735042735,0.035190365190365114,1.314380157026798,0.1913964729162917,0.6629124509130565,
share_aversion,DE-West,EU-Other,0.34065934065934067,0.3535042735042735,-0.012844932844932822,-0.6789217970348583,0.4975238360136959,0.9950476720273917,
share_appreciation,DE-East,DE-South,0.18175629680054461,0.12645687645687648,0.05529942034366814,2.826474894900621,0.005645365378059427,0.03387219226835656,**
