state,term,estimate,p_value,n_effective,r_squared,f_statistic,f_p_value,aic,bic
Aversion,beta0,0.30223200067428063,0.0,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta1_x,-0.29230011125076594,4.4449729539562754e-39,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta2_x2,0.46307040131002125,0.0022478171629294304,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta3_y,2.255029160523324,0.0,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta4_y2,3.613612408957992,5.2347086245405765e-51,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta5_xy,-1.0891809645032022,0.00021835940473989213,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta6_c,0.4242949158172429,1.7225359734163565e-51,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta7_xc,0.11513197857453167,0.2232532026602729,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,beta8_yc,-2.4055453837864182,5.995487838409197e-45,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Aversion,model,,0.0,7508.872337962735,0.6088201844930226,1459.0712120955357,0.0,-3603.009852325522,-3540.6952871167555
Neutral,beta0,0.25499755830073956,0.0,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta1_x,-0.19652033124829182,1.634941992060351e-27,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta2_x2,0.11936862617881186,0.34085520335463804,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta3_y,1.9717009626902933,0.0,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta4_y2,3.4786281766150724,1.1736618149497724e-73,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta5_xy,-0.5073795683780691,0.03378877353604877,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta6_c,0.40843457119862975,6.820550150281706e-78,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta7_xc,0.07119110979998303,0.328192257758142,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,beta8_yc,-2.1006711382281678,2.0291132433945665e-56,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Neutral,model,,0.0,11347.71112324975,0.5807525980115197,1963.33534557906,0.0,-6069.87940007484,-6003.848458020033
Appreciation,beta0,0.4030049610406217,0.0,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta1_x,-0.2950985351054794,4.2411730029834395e-23,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta2_x2,-0.0006252835365086308,0.9975234486265209,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta3_y,2.4597650021807,0.0,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta4_y2,2.2535767891226715,7.011547169504469e-13,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta5_xy,-0.21516169134149196,0.5863835216171387,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta6_c,0.3382744725430052,1.2921241015426703e-27,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta7_xc,0.1664028265518859,0.12645642024752266,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,beta8_yc,-2.2002225443303884,2.7229314080181362e-27,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
Appreciation,model,,0.0,3893.4165306323052,0.6749104314991211,1008.0426637883185,0.0,-2240.2465109894524,-2183.843129959557
